Question_ID,Questions,Answers,Tag
4211025,Apakah perusahaan memberikan fasilitas pinjaman atau dana darurat?,"Ya, sebagian besar BUMN memiliki program pinjaman atau dana talangan karyawan untuk kebutuhan mendesak seperti biaya pendidikan, pengobatan, atau renovasi rumah. Skema dan bunga pinjaman sangat ringan, bahkan bisa 0%, tergantung kebijakan unit kerja. Pengajuan dilakukan melalui bagian HR atau koperasi perusahaan. Kami percaya bahwa mendukung stabilitas keuangan pegawai akan berdampak positif pada loyalitas dan kinerja.",Tunjangan
7728364,Apakah ada fasilitas asuransi kesehatan untuk pegawai?,"Ya, seluruh pegawai tetap maupun kontrak di perusahaan kami mendapatkan fasilitas asuransi kesehatan, yang biasanya mencakup layanan rawat jalan, rawat inap, dan tindakan darurat. Selain BPJS Kesehatan yang diwajibkan pemerintah, perusahaan BUMN juga biasanya menyediakan tambahan asuransi swasta (top-up) demi memberikan perlindungan lebih maksimal bagi pegawai dan keluarganya. Informasi lengkap mengenai provider dan cakupan asuransi bisa dilihat di portal HR atau ditanyakan langsung ke bagian SDM.",Tunjangan
2554141,Bagaimana prosedur klaim biaya kesehatan?,"Untuk melakukan klaim biaya kesehatan, Anda cukup menyimpan dan menyerahkan dokumen seperti kwitansi asli, surat keterangan dokter, dan resep obat ke sistem klaim perusahaan atau mitra asuransi yang ditunjuk. Di BUMN, sistem klaim biasanya sudah digital, memudahkan pemrosesan dan pelacakan klaim Anda. Panduan lengkap tersedia di portal HR atau bisa ditanyakan langsung ke petugas layanan karyawan.",Tunjangan
9250044,"	Apakah ada insentif jika saya mencapai target kerja lebih cepat?","Ya, banyak BUMN menerapkan sistem insentif berbasis kinerja, termasuk pencapaian target yang melebihi ekspektasi. Besaran dan bentuk insentif bisa berupa bonus, apresiasi, atau peluang promosi. Skema ini dirancang untuk memotivasi karyawan agar terus berkembang dan berkinerja tinggi.",Tunjangan
3166337,Apakah ada program pensiun di perusahaan?,"Ya, setiap karyawan BUMN yang telah memenuhi masa kerja akan mengikuti program pensiun, baik melalui Dana Pensiun Lembaga Keuangan (DPLK), BPJS Ketenagakerjaan, atau Dana Pensiun Internal. Program ini dirancang untuk menjamin kesejahteraan pegawai setelah masa kerja berakhir. Anda bisa mengecek simulasi manfaat pensiun dan iuran melalui HR atau sistem internal.",Tunjangan
1259439,Apakah saya bisa bekerja dari rumah?,"Kemungkinan bekerja dari rumah (WFH) sangat tergantung pada jenis pekerjaan dan kebijakan unit kerja masing-masing. Di beberapa BUMN, sistem kerja fleksibel seperti hybrid atau remote sudah mulai diadopsi terutama setelah pandemi, dengan tetap mengedepankan produktivitas. Jika posisi Anda memungkinkan, Anda bisa mengajukan WFH melalui atasan dan mengikuti mekanisme pelaporan kerja harian yang telah ditentukan.",Umum
4211023,Apakah ada ketentuan mengenai jam kerja fleksibel?,"Telkom mengadopsi sistem kerja yang fleksibel melalui skema Flexible Working Arrangement (FWA), yang memungkinkan karyawan untuk bekerja dari mana saja (Work from Anywhere/WFA), dari kantor (Work from Office/WFO), atau secara kombinasi keduanya (Hybrid).
Di beberapa unit kerja, terutama yang tidak bersifat operasional langsung, jam kerja fleksibel atau flexi time bisa diberlakukan. Namun, ini tergantung pada kebijakan masing-masing divisi dan kesepakatan dengan atasan. Di BUMN, fleksibilitas kerja didorong selama tidak mengganggu produktivitas dan pelayanan publik. Fleksibilitas juga didukung dengan sistem absensi digital dan target kerja berbasis output.",Umum
8904276,Apakah saya bisa mengajukan mutasi ke kantor cabang lain?,"Ya, Anda dapat mengajukan permohonan mutasi antar cabang atau unit kerja, tergantung pada kebutuhan organisasi dan persetujuan dari atasan langsung serta HR. Di BUMN, sistem karier bersifat terbuka dan fleksibel, termasuk dalam hal rotasi dan pengembangan potensi pegawai di berbagai daerah. Ajukan melalui surat permohonan resmi dan cantumkan alasan serta kesiapan Anda untuk penyesuaian di tempat baru.",Umum
8904277,Apakah saya bisa pindah divisi?,"Ya, perpindahan divisi bisa dilakukan atas dasar kebutuhan organisasi atau inisiatif karyawan. Jika Anda merasa tidak cocok di posisi saat ini, Anda bisa berkonsultasi dengan atasan atau HR untuk menilai kemungkinan mutasi. Di BUMN, mobilitas internal justru dianggap sebagai bagian dari proses pengembangan karier.",Umum
4759773,Apa yang harus dilakukan jika terjadi konflik antar karyawan?,"Jika Anda mengalami konflik atau ketidaksepahaman dengan rekan kerja, langkah pertama yang disarankan adalah menyelesaikannya secara kekeluargaan. Jika tidak berhasil, Anda bisa melapor ke atasan langsung atau bagian HR. Di perusahaan BUMN, terdapat Grievance Procedure atau prosedur penanganan keluhan yang bisa diakses oleh semua pegawai, demi menjaga kenyamanan dan profesionalisme di lingkungan kerja. Tujuannya bukan mencari siapa yang salah, tetapi menyelesaikan masalah secara adil dan sehat.",Umum
1511075,Apakah ada program magang atau trainee untuk lulusan baru?,"Ya, program magang dan kuliah praktik tersedia melalui Digistar yang dapat diakses melalui website MAGENTA atau dengan mengajukan permohonan ke unit Human Capital (HC). Program ini terbuka bagi mahasiswa aktif maupun fresh graduate.
Untuk rekrutmen karyawan baru, Telkom juga menyelenggarakan Great People Training Program (GPTP) sebagai program Management Trainee, yang umumnya dibuka bersamaan dengan Rekrutmen Bersama BUMN (RBB). Peserta yang lolos seleksi RBB akan mengikuti GPTP sebagai tahap awal pengembangan karir di Telkom.
Informasi detail terkait pendaftaran dan persyaratan program-program tersebut dapat diakses melalui website resmi Telkom maupun kanal rekrutmen BUMN.",Umum
3597720,Bagaimana jika saya mengalami pelecehan atau diskriminasi?,"Perusahaan memiliki kebijakan zero tolerance terhadap segala bentuk pelecehan dan diskriminasi di tempat kerja. Anda bisa segera melaporkan ke HR, whistleblower unit, atau jalur pengaduan khusus. Di BUMN, laporan akan ditindaklanjuti secara rahasia dan profesional. Hal ini juga dilindungi oleh UU No. 13 Tahun 2003 dan peraturan internal perusahaan.",Umum
7535002,Apakah karyawan tetap bisa diberhentikan?,"Ya, karyawan tetap bisa diberhentikan, tetapi prosesnya harus melalui tahapan yang jelas dan adil sesuai dengan ketentuan perundang-undangan. Berdasarkan UU No. 13 Tahun 2003 Pasal 151, perusahaan wajib mengupayakan penyelesaian secara musyawarah terlebih dahulu. Alasan pemutusan hubungan kerja (PHK) harus didasarkan pada pelanggaran berat, efisiensi, atau alasan hukum lainnya yang sah. Di lingkungan BUMN, proses PHK juga diawasi ketat oleh manajemen dan harus disetujui oleh dewan pengawas atau regulator internal.",Umum
1585622,Bagaimana jika saya merasa tidak cocok dengan atasan?,"Kami memahami bahwa dinamika kerja tidak selalu ideal. Jika Anda mengalami ketidakcocokan atau kendala komunikasi dengan atasan, Anda dapat menyampaikannya melalui forum **One-on-One (1 on 1)**, atau melapor secara profesional ke HR untuk dilakukan mediasi. Kami mendorong penyelesaian secara terbuka dan menjaga lingkungan kerja yang sehat dan saling menghargai.",Umum
6779222,Apa visi dan misi perusahaan?,"Dalam pelaksanaan fokus perusahaan, PT Telekomunikasi Indonesia (Persero) Tbk memiliki tujuan, yaitu mewujudkan bangsa yang lebih sejahtera dan berdaya saing serta memberikan nilai tambah yang terbaik bagi para pemangku kepentingan.
Telkom juga memiliki visi menjadi digital telco pilihan utama untuk memajukan masyarakat dengan misi:
1. Mempercepat pembangunan infrastruktur dan platform digital cerdas yang berkelanjutan, ekonomis, dan dapat diakses oleh seluruh masyarakat.
2. Mengembangkan talenta digital unggulan yang membantu mendorong kemampuan digital dan tingkat adopsi digital bangsa.
3. Mengorkestrasi ekosistem digital untuk memberikan pengalaman digital pelanggan terbaik.",Umum
2176317,Apa saja nilai-nilai inti perusahaan?,"Nilai inti Telkom mengacu pada nilai BUMN yang dikenal sebagai AKHLAK: Amanah, Kompeten, Harmonis, Loyal, Adaptif, dan Kolaboratif. Selain itu, Telkom juga menginternalisasi Core Values dalam The Telkom Way, yaitu ""Solid"", ""Speed"", dan ""Smart"" yang membentuk budaya kerja berdaya saing tinggi. Nilai-nilai ini bukan sekadar slogan, tetapi menjadi pedoman sehari-hari dalam pengambilan keputusan, komunikasi, hingga cara memberikan layanan terbaik kepada pelanggan.",Umum
3284724,Bagaimana struktur organisasi perusahaan?,"Struktur organisasi Telkom Indonesia dirancang secara modern dan dinamis untuk mendukung akselerasi digital. Terdiri dari Dewan Komisaris, Direksi, dan berbagai direktorat strategis seperti Direktur Network & IT Solution, Direktur Digital Business, Direktur Keuangan, serta Direktur Human Capital Management. Di bawahnya terdapat divisi/centers dan divisi regional. Struktur ini mendukung layanan yang mencakup berbagai segmen—dari korporat, pemerintahan, hingga masyarakat umum—dengan pendekatan agile dan customer-centric.",Umum
5981663,Apa saja produk atau layanan utama perusahaan?,"PT Telkom Indonesia lebih spesifik terdapat 5 segmen produk, yaitu:
1. Consumer ( Layanan fixed voice, fixed broadband, IP-TV, dan digital )
2. Mobile ( Layanan legacy seluler (voice dan SMS), mobile broadband, dan layanan mobile digital yang mencakup IoT, big data, layanan keuangan, VOD, musik, permainan, dan iklan digital )
3. Enterprise (Layanan ICT dan platform yang mencakup konektivitas  (termasuk bisnis Satelit), Digital IT Services seperti layanan teknologi informasi (TI), cloud, Digital Adjacent Service seperti layanan e-health dan manajemen ATM, serta Business Process Outsourcing)
4. Wholesale & international business ( Layanan domestik dan internasional wholesale traffic, network, dan digital platform & service, serta tower, satelit, data center, dan managed infrastructure & network)
5. Lain-lain ( Layanan digital seperti platform digital, konten  digital, e-commerce untuk B2B, dan manajemen properti dalam upaya memanfaatkan aset properti Telkom di seluruh Indonesia.)",Umum
6623577,Bagaimana performa perusahaan dalam beberapa tahun terakhir?,"Dalam beberapa tahun terakhir, performa Telkom terus menunjukkan tren positif, baik dari sisi pendapatan maupun pertumbuhan digital. Laporan keuangan menunjukkan kontribusi signifikan dari lini digital business yang semakin dominan dibandingkan legacy business seperti telepon tetap. Bahkan di tengah tantangan pandemi, Telkom berhasil menjaga kinerja dan memperkuat posisi sebagai perusahaan telekomunikasi digital terdepan. Kinerja ini juga diakui melalui berbagai penghargaan nasional dan internasional.",Umum
1898078,Bagaimana sistem komunikasi internal di perusahaan?,"Telkom menggunakan berbagai platform digital untuk komunikasi internal seperti Telkom Click, Microsoft Teams, HRIS, dan intranet resmi. Informasi penting disampaikan secara berkala melalui townhall meeting, internal memo, dan Telkom Corporate News. Komunikasi dua arah juga difasilitasi melalui forum diskusi daring, sesi feedback, dan survei keterlibatan karyawan. Semua ini menunjukkan komitmen Telkom terhadap transparansi, keterbukaan, dan keterlibatan aktif setiap insan perusahaan.",Umum
8612349,Halo,Halo! 👋. Ada yang bisa aku bantu hari ini?,
6062232,Halo TanyaHR,Halo! 👋. Ada yang bisa aku bantu hari ini?,
9045344,Hi,Halo! 👋. Ada yang bisa aku bantu hari ini?,
9020440,,,
5819325,,,
4816493,,,
9178453,,,
9679704,,,
9167296,,,
9049618,,,
7984793,,,
6085633,,,
1896541,,,
4962901,,,
6869967,,,
4824231,,,
4294616,,,
4373204,,,
7807643,,,
4352464,,,
6521784,,,
3221856,,,
